ID_CLIENTE,EDAD,EXPERIENCIA_LABORAL,INGRESOS_ANUALES_USD,CODIGO_POSTAL,INTEGRANTES_FAMILIA,PROMEDIO_GASTO_TARJETA,NIVEL_EDUCATIVO,VALOR_HIPOTECA,ACEPTO_CREDITO?,TIENE_INVERSIONES?,USA_HOME_BANKING?
ID_CLIENTE_1123,32,7,38000,90041,1,"1,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1124,46,20,91000,92521,4,"2,6",Universitario Completo,0,No,No,No
ID_CLIENTE_1125,38,12,29000,94022,4,"0,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1126,37,13,172000,95003,2,"6,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1127,32,8,104000,95192,2,"3,7",Secundario Incompleto,0,Si,No,No
ID_CLIENTE_1128,35,9,58000,91101,1,"2,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1129,30,5,171000,94025,2,"1,9",Secundario Completo,0,Si,No,No
ID_CLIENTE_1130,30,4,73000,94305,3,"3,3",Secundario Incompleto,0,Si,No,Si
ID_CLIENTE_1131,58,32,191000,94402,1,"2,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1132,57,27,90000,91709,2,"4,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_1133,34,9,55000,94920,3,"2,3",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_1134,31,4,28000,94126,1,"2,0",Secundario Completo,0,No,No,No
ID_CLIENTE_1135,39,14,42000,95616,1,"2,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_1136,57,33,9000,93106,1,"0,1",Secundario Completo,91,No,Si,Si
ID_CLIENTE_1137,47,21,65000,94086,1,"1,5",Secundario Completo,0,No,Si,Si
ID_CLIENTE_1138,51,26,134000,90230,4,"4,5",Universitario Completo,0,Si,Si,Si
ID_CLIENTE_1139,30,6,83000,93101,4,"3,4",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_1140,55,28,38000,95616,3,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_1141,32,6,13000,94611,4,"0,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1142,32,7,143000,91365,3,"2,9",Universitario Completo,0,Si,No,Si
ID_CLIENTE_1143,44,20,75000,91335,4,"1,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1144,33,7,120000,94022,1,"3,2",Universitario Completo,0,Si,No,Si
ID_CLIENTE_1145,49,24,91000,95822,1,"2,8",Secundario Completo,0,No,No,No
ID_CLIENTE_1146,32,6,99000,92101,2,"1,5",Universitario Completo,0,No,No,No
ID_CLIENTE_1147,31,7,71000,90034,1,"0,1",Secundario Incompleto,78,No,Si,No
ID_CLIENTE_1148,37,13,111000,91367,1,"0,8",Secundario Completo,0,No,No,No
ID_CLIENTE_1149,41,15,108000,90034,1,"5,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1150,56,32,158000,91763,1,"7,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1151,55,31,81000,95521,3,"2,67",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1152,49,23,12000,94720,2,"0,1",Universitario Completo,0,No,Si,Si
ID_CLIENTE_1153,63,37,21000,95831,2,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1154,55,30,55000,92821,4,"0,9",Secundario Incompleto,215,No,No,Si
ID_CLIENTE_1155,59,35,42000,93555,1,"1,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_1156,41,16,81000,92653,2,"0,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1157,49,25,13000,94305,4,"0,2",Secundario Incompleto,87,No,No,No
ID_CLIENTE_1158,48,23,132000,94998,1,"0,6",Secundario Incompleto,157,No,No,No
ID_CLIENTE_1159,41,16,99000,92660,1,"1,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_1160,50,26,23000,92028,4,"0,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1161,28,1,40000,95134,1,"2,0",Secundario Completo,0,No,Si,Si
ID_CLIENTE_1162,36,11,181000,94309,3,"1,4",Secundario Incompleto,0,Si,No,No
ID_CLIENTE_1163,38,14,112000,94501,2,"2,2",Secundario Incompleto,394,No,No,No
ID_CLIENTE_1164,34,9,138000,94720,2,"7,8",Secundario Incompleto,227,No,No,Si
ID_CLIENTE_1165,41,17,94000,90071,3,"3,8",Secundario Completo,327,Si,Si,Si
ID_CLIENTE_1166,43,19,113000,91203,1,"1,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1167,30,5,112000,91711,4,"5,0",Secundario Completo,0,Si,No,No
ID_CLIENTE_1168,37,12,190000,92354,2,"3,0",Secundario Incompleto,475,No,No,Si
ID_CLIENTE_1169,62,37,38000,91706,1,"1,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_1170,40,16,32000,92110,1,"1,4",Universitario Completo,158,No,No,Si
ID_CLIENTE_1171,35,10,104000,91320,3,"0,6",Secundario Completo,0,No,No,No
ID_CLIENTE_1172,64,40,43000,95014,1,"1,9",Secundario Completo,0,No,No,Si
ID_CLIENTE_1173,49,24,45000,92104,3,"1,7",Secundario Completo,0,No,Si,Si
ID_CLIENTE_1174,24,-1,35000,94305,2,"1,7",Secundario Completo,0,No,No,No
ID_CLIENTE_1175,36,10,42000,93106,4,"1,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_1176,29,4,58000,91006,1,"0,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_1177,29,3,103000,90049,4,"3,4",Secundario Incompleto,0,Si,No,Si
ID_CLIENTE_1178,28,3,71000,90405,1,"3,3",Secundario Completo,149,Si,Si,Si
ID_CLIENTE_1179,33,7,14000,94025,1,"0,4",Secundario Completo,98,No,No,Si
ID_CLIENTE_1180,36,11,98000,90291,3,"1,2",Universitario Completo,0,No,Si,No
ID_CLIENTE_1181,42,17,90000,90504,1,"0,1",Secundario Completo,0,No,No,No
ID_CLIENTE_1182,25,0,65000,90095,4,"0,2",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_1183,28,2,19000,94720,4,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1184,50,25,35000,94105,3,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_1185,34,9,71000,90041,4,"1,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1186,43,19,31000,94025,3,"0,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1187,62,38,43000,94928,4,"1,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_1188,61,36,24000,94309,1,"1,5",Secundario Completo,87,No,Si,No
ID_CLIENTE_1189,45,19,58000,94305,2,"0,4",Universitario Completo,0,No,Si,No
ID_CLIENTE_1190,42,17,115000,92717,2,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1191,39,15,168000,93117,2,"8,0",Secundario Incompleto,152,No,Si,No
ID_CLIENTE_1192,29,5,128000,94111,1,"1,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1193,45,20,138000,92870,1,"7,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1194,58,32,81000,92121,3,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_1195,29,3,41000,94305,4,"1,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_1196,32,7,123000,92407,2,"2,9",Secundario Completo,0,Si,No,Si
ID_CLIENTE_1197,37,13,71000,94609,2,"2,7",Secundario Incompleto,94,No,No,Si
ID_CLIENTE_1198,48,23,8000,92866,1,"0,4",Universitario Completo,0,No,No,No
ID_CLIENTE_1199,40,14,42000,94801,2,"0,7",Secundario Incompleto,101,No,No,Si
ID_CLIENTE_1200,29,4,62000,92064,2,"2,5",Secundario Incompleto,184,No,No,Si
ID_CLIENTE_1201,36,12,22000,92507,4,"1,0",Secundario Incompleto,91,No,Si,Si
ID_CLIENTE_1202,35,8,38000,95060,4,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_1203,35,11,24000,95521,4,"0,4",Secundario Completo,0,No,No,No
ID_CLIENTE_1204,62,37,50000,91311,3,"2,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1205,26,1,190000,91604,4,"1,3",Secundario Completo,197,Si,No,Si
ID_CLIENTE_1206,32,7,94000,91361,2,"3,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1207,63,37,165000,95035,4,"5,1",Universitario Completo,0,Si,No,No
ID_CLIENTE_1208,38,12,43000,94301,4,"1,2",Secundario Completo,0,No,No,No
ID_CLIENTE_1209,50,26,48000,91711,1,"1,6",Secundario Completo,0,No,No,No
ID_CLIENTE_1210,46,21,52000,91304,3,"2,7",Secundario Completo,228,No,No,No
ID_CLIENTE_1211,50,24,84000,93943,4,"4,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1212,61,36,131000,92407,1,"0,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1213,34,8,44000,91101,4,"0,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1214,27,2,78000,93943,4,"0,2",Secundario Incompleto,87,No,No,No
ID_CLIENTE_1215,61,36,15000,92521,4,"0,4",Secundario Completo,0,No,No,No
ID_CLIENTE_1216,45,20,38000,94550,4,"1,9",Universitario Completo,144,No,No,Si
ID_CLIENTE_1217,50,25,84000,91107,1,"1,3",Universitario Completo,0,No,Si,Si
ID_CLIENTE_1218,44,20,122000,94305,1,"0,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1219,62,36,98000,92122,2,"2,8",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1220,45,18,80000,92407,3,"2,67",Secundario Completo,0,No,No,No
ID_CLIENTE_1221,41,17,165000,94143,2,"8,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1222,30,5,121000,94132,2,"3,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1223,61,37,20000,90011,3,"0,4",Secundario Completo,94,No,No,No
ID_CLIENTE_1224,45,19,11000,96150,1,"0,2",Secundario Incompleto,91,No,No,No
ID_CLIENTE_1225,59,35,45000,94920,1,"1,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_1226,30,6,118000,94534,2,"2,8",Secundario Completo,0,Si,No,No
ID_CLIENTE_1227,60,36,14000,90089,2,"0,3",Secundario Incompleto,109,No,No,Si
ID_CLIENTE_1228,39,13,30000,92122,3,"0,2",Secundario Completo,0,No,No,No
ID_CLIENTE_1229,56,30,45000,92870,1,"0,2",Secundario Incompleto,98,No,No,No
ID_CLIENTE_1230,56,32,80000,94596,3,"2,67",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1231,27,1,25000,94920,4,"0,3",Secundario Completo,0,No,No,Si
ID_CLIENTE_1232,66,41,144000,94306,1,"2,5",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_1233,43,19,84000,92646,4,"0,2",Universitario Completo,297,No,No,Si
ID_CLIENTE_1234,53,29,22000,93943,2,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1235,44,18,33000,90405,3,"1,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1236,54,28,60000,94110,4,"2,6",Universitario Completo,0,No,No,No
ID_CLIENTE_1237,31,6,81000,95762,4,"2,2",Secundario Completo,116,No,No,Si
ID_CLIENTE_1238,38,13,169000,92093,1,"6,8",Universitario Completo,0,Si,No,Si
ID_CLIENTE_1239,28,2,63000,91116,2,"1,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_1240,51,26,12000,90245,2,"0,7",Universitario Completo,109,No,No,Si
ID_CLIENTE_1241,52,27,15000,91320,4,"0,8",Secundario Incompleto,101,No,No,No
ID_CLIENTE_1242,64,38,39000,92120,1,"0,5",Universitario Completo,0,No,Si,Si
ID_CLIENTE_1243,29,4,44000,91380,4,"2,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_1244,34,10,110000,92697,1,"4,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1245,33,8,130000,94720,3,"6,3",Secundario Completo,99,Si,No,No
ID_CLIENTE_1246,46,21,41000,94025,1,"1,4",Universitario Completo,128,No,No,Si
ID_CLIENTE_1247,48,22,59000,91775,1,"1,4",Universitario Completo,241,No,No,Si
ID_CLIENTE_1248,52,28,39000,94606,2,"0,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1249,44,19,35000,94305,4,"0,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_1250,51,27,80000,90032,1,"2,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_1251,47,20,81000,94301,1,"2,67",Secundario Completo,0,No,No,Si
ID_CLIENTE_1252,39,13,31000,95120,2,"0,8",Universitario Completo,0,No,No,No
ID_CLIENTE_1253,42,17,93000,92182,4,"1,9",Universitario Completo,0,No,No,No
ID_CLIENTE_1254,57,33,45000,92346,4,"1,5",Secundario Incompleto,204,No,No,Si
ID_CLIENTE_1255,36,12,40000,91101,2,"0,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_1256,27,1,80000,95354,2,"1,6",Universitario Completo,185,No,No,Si
ID_CLIENTE_1257,31,7,20000,92115,1,"0,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_1258,63,37,41000,93014,1,"0,5",Universitario Completo,0,No,No,No
ID_CLIENTE_1259,34,8,31000,91203,1,"0,3",Secundario Incompleto,104,No,No,Si
ID_CLIENTE_1260,52,27,35000,95616,4,"0,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_1261,57,31,40000,91107,3,"1,4",Universitario Completo,137,No,No,Si
ID_CLIENTE_1262,63,39,84000,94901,1,"1,8",Universitario Completo,0,No,No,No
ID_CLIENTE_1263,26,1,53000,94720,2,"1,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_1264,35,5,85000,92870,4,"4,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_1265,58,33,138000,94546,2,"3,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1266,32,2,71000,95014,2,"1,75",Universitario Completo,108,No,No,No
ID_CLIENTE_1267,64,39,113000,92121,1,"0,8",Universitario Completo,0,No,No,No
ID_CLIENTE_1268,50,23,23000,94720,2,"1,0",Secundario Completo,0,No,Si,No
ID_CLIENTE_1269,34,9,62000,92677,3,"2,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1270,36,11,14000,92673,4,"0,2",Universitario Completo,100,No,No,Si
ID_CLIENTE_1271,43,18,60000,91311,2,"2,2",Universitario Completo,0,No,No,No
ID_CLIENTE_1272,28,4,94000,92115,3,"0,8",Secundario Incompleto,236,No,No,Si
ID_CLIENTE_1273,64,39,83000,95616,3,"1,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_1274,60,35,130000,95741,3,"6,3",Universitario Completo,437,Si,No,Si
ID_CLIENTE_1275,62,37,61000,93117,4,"1,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1276,27,2,92000,95616,2,"3,1",Secundario Incompleto,178,No,No,Si
ID_CLIENTE_1277,42,16,20000,95351,2,"0,8",Universitario Completo,117,No,No,Si
ID_CLIENTE_1278,45,20,194000,92110,2,"8,8",Secundario Incompleto,428,No,No,No
ID_CLIENTE_1279,36,10,74000,94305,1,"2,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1280,48,22,84000,90024,2,"0,4",Universitario Completo,145,No,No,No
ID_CLIENTE_1281,65,40,98000,95064,3,"1,8",Secundario Completo,333,No,No,No
ID_CLIENTE_1282,39,15,52000,92093,3,"2,33",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1283,51,26,55000,93955,1,"1,3",Secundario Completo,236,No,No,No
ID_CLIENTE_1284,30,6,64000,94305,4,"3,4",Secundario Incompleto,117,No,No,No
ID_CLIENTE_1285,65,40,128000,90740,1,"2,5",Secundario Incompleto,162,No,No,Si
ID_CLIENTE_1286,38,13,113000,94720,4,"1,7",Secundario Completo,0,Si,No,No
ID_CLIENTE_1287,29,3,50000,94010,3,"1,1",Secundario Completo,0,No,No,No
ID_CLIENTE_1288,42,18,54000,94010,4,"2,2",Secundario Completo,0,No,No,No
ID_CLIENTE_1289,63,38,129000,91326,1,"0,9",Secundario Incompleto,366,No,No,Si
ID_CLIENTE_1290,46,21,82000,94523,4,"0,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1291,62,38,100000,90277,4,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_1292,58,34,44000,94111,4,"2,2",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_1293,56,30,164000,94610,4,"0,5",Secundario Completo,234,Si,No,Si
ID_CLIENTE_1294,56,31,81000,92373,2,"3,7",Secundario Incompleto,121,No,No,Si
ID_CLIENTE_1295,34,10,71000,95003,1,"0,1",Secundario Incompleto,257,No,No,Si
ID_CLIENTE_1296,42,17,28000,92866,1,"0,5",Universitario Completo,90,No,No,No
ID_CLIENTE_1297,30,6,80000,92399,3,"1,5",Secundario Incompleto,219,No,No,Si
ID_CLIENTE_1298,61,35,90000,95814,4,"1,9",Secundario Completo,0,No,No,Si
ID_CLIENTE_1299,38,14,74000,90274,1,"3,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_1300,50,25,14000,95762,2,"0,7",Universitario Completo,0,No,Si,Si
ID_CLIENTE_1301,61,36,23000,91754,2,"0,5",Secundario Completo,103,No,No,Si
ID_CLIENTE_1302,41,17,153000,92121,1,"1,7",Secundario Incompleto,337,No,No,No
ID_CLIENTE_1303,42,16,38000,94087,3,"0,9",Universitario Completo,0,No,No,No
ID_CLIENTE_1304,29,5,112000,94720,2,"2,0",Secundario Completo,382,No,Si,No
ID_CLIENTE_1305,51,26,145000,90025,1,"8,1",Secundario Incompleto,397,No,No,No
ID_CLIENTE_1306,32,6,28000,94025,2,"0,3",Secundario Completo,88,No,No,Si
ID_CLIENTE_1307,34,9,31000,94115,4,"1,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_1308,26,2,195000,94546,1,"6,33",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1309,54,24,50000,92037,3,"2,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_1310,38,14,71000,95136,4,"2,0",Universitario Completo,0,No,No,No
ID_CLIENTE_1311,62,36,21000,95616,3,"0,3",Universitario Completo,0,No,No,No
ID_CLIENTE_1312,37,11,35000,90044,2,"0,8",Universitario Completo,125,No,No,No
ID_CLIENTE_1313,46,21,42000,92691,1,"2,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1314,52,27,78000,92008,4,"3,6",Universitario Completo,141,No,No,Si
ID_CLIENTE_1315,32,6,73000,94305,4,"2,2",Secundario Completo,0,No,No,No
ID_CLIENTE_1316,49,25,53000,95134,2,"1,0",Universitario Completo,181,No,No,No
ID_CLIENTE_1317,28,3,51000,94086,2,"1,6",Universitario Completo,123,No,No,No
ID_CLIENTE_1318,55,30,40000,95521,2,"2,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_1319,52,26,178000,94234,1,"1,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1320,32,6,35000,94005,2,"0,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1321,31,7,192000,90250,1,"0,0",Secundario Completo,0,Si,No,Si
ID_CLIENTE_1322,27,3,123000,95138,1,"5,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1323,32,5,48000,94022,2,"1,67",Secundario Completo,0,No,Si,Si
ID_CLIENTE_1324,52,26,45000,91604,3,"0,6",Secundario Completo,0,No,No,No
ID_CLIENTE_1325,52,28,15000,95064,1,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1326,50,24,79000,94304,1,"0,3",Secundario Incompleto,120,No,No,Si
ID_CLIENTE_1327,32,5,63000,90024,4,"2,0",Secundario Completo,0,No,Si,Si
ID_CLIENTE_1328,61,35,30000,94720,2,"0,2",Universitario Completo,0,No,No,Si
ID_CLIENTE_1329,60,36,145000,95616,4,"6,9",Secundario Incompleto,380,Si,No,No
ID_CLIENTE_1330,28,4,32000,90095,3,"1,0",Secundario Completo,0,No,No,No
ID_CLIENTE_1331,34,9,64000,92346,2,"0,1",Secundario Incompleto,224,No,No,Si
ID_CLIENTE_1332,31,7,84000,92692,1,"0,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1333,31,5,21000,94309,1,"0,4",Secundario Completo,0,No,No,Si
ID_CLIENTE_1334,62,38,99000,95014,4,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_1335,47,22,35000,94304,2,"1,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1336,50,24,180000,94539,1,"1,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1337,36,12,42000,93555,1,"1,33",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1338,26,0,179000,92028,4,"2,1",Secundario Completo,0,Si,No,No
ID_CLIENTE_1339,51,27,42000,90245,4,"0,1",Universitario Completo,0,No,No,No
ID_CLIENTE_1340,52,25,180000,94545,2,"9,0",Secundario Completo,297,Si,No,Si
ID_CLIENTE_1341,35,11,82000,94131,4,"3,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1342,42,16,55000,91355,2,"0,7",Secundario Incompleto,149,No,No,No
ID_CLIENTE_1343,36,12,79000,90041,2,"2,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1344,41,17,48000,92831,2,"0,6",Universitario Completo,215,No,No,No
ID_CLIENTE_1345,49,25,93000,93117,1,"2,7",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_1346,57,32,23000,92126,2,"0,2",Universitario Completo,0,No,No,No
ID_CLIENTE_1347,44,20,50000,95670,3,"2,33",Secundario Incompleto,200,No,No,No
ID_CLIENTE_1348,60,34,85000,91367,2,"2,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1349,38,14,35000,95051,1,"1,5",Secundario Completo,97,No,No,Si
ID_CLIENTE_1350,26,2,171000,93943,3,"6,0",Secundario Completo,0,Si,No,Si
ID_CLIENTE_1351,29,2,29000,90266,4,"1,5",Secundario Completo,0,No,No,No
ID_CLIENTE_1352,59,35,84000,94588,1,"1,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_1353,51,27,20000,90401,4,"0,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_1354,50,25,14000,94124,1,"0,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_1355,35,10,179000,91942,1,"8,6",Secundario Incompleto,357,No,No,No
ID_CLIENTE_1356,61,37,48000,91910,1,"0,8",Secundario Incompleto,158,No,No,Si
ID_CLIENTE_1357,42,16,74000,90066,1,"2,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1358,55,29,53000,95134,1,"1,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1359,50,25,83000,92007,1,"2,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_1360,64,40,171000,90034,2,"2,1",Secundario Incompleto,433,No,No,No
ID_CLIENTE_1361,54,28,85000,92028,4,"4,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1362,50,26,38000,95039,4,"0,9",Secundario Completo,0,No,No,Si
ID_CLIENTE_1363,31,5,85000,92130,3,"1,6",Secundario Incompleto,157,No,No,Si
ID_CLIENTE_1364,32,8,79000,92115,1,"0,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1365,44,19,69000,92129,4,"0,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1366,60,35,43000,94720,3,"0,9",Universitario Completo,0,No,No,Si
ID_CLIENTE_1367,60,34,33000,91107,2,"0,3",Secundario Incompleto,101,No,No,Si
ID_CLIENTE_1368,62,38,42000,95747,3,"0,1",Universitario Completo,149,No,No,No
ID_CLIENTE_1369,46,21,40000,94025,4,"1,9",Universitario Completo,122,No,No,Si
ID_CLIENTE_1370,57,33,43000,91902,1,"1,8",Universitario Completo,0,No,No,No
ID_CLIENTE_1371,30,5,20000,94545,4,"0,5",Universitario Completo,117,No,No,No
ID_CLIENTE_1372,58,32,65000,95621,3,"2,5",Secundario Incompleto,222,No,No,Si
ID_CLIENTE_1373,39,13,139000,95616,3,"3,4",Secundario Incompleto,483,Si,No,Si
ID_CLIENTE_1374,60,35,135000,92612,3,"0,3",Universitario Completo,0,Si,No,Si
ID_CLIENTE_1375,59,34,84000,94043,3,"1,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_1376,50,26,179000,92612,1,"2,9",Universitario Completo,0,Si,No,No
ID_CLIENTE_1377,63,39,45000,92870,4,"1,3",Secundario Completo,86,No,No,No
ID_CLIENTE_1378,27,3,109000,93023,2,"2,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1379,54,29,34000,93305,4,"0,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_1380,62,37,162000,95051,1,"1,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1381,60,34,105000,92103,2,"1,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1382,38,12,22000,91380,3,"0,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_1383,34,8,82000,91775,2,"1,8",Secundario Incompleto,178,No,No,Si
ID_CLIENTE_1384,65,41,105000,95616,4,"1,7",Secundario Completo,230,No,Si,Si
ID_CLIENTE_1385,55,31,62000,91711,1,"1,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_1386,57,31,82000,95032,2,"2,0",Secundario Incompleto,83,No,No,No
ID_CLIENTE_1387,27,3,72000,95616,4,"0,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1388,35,10,38000,95762,4,"1,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1389,52,28,25000,90212,4,"1,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1390,45,15,20000,94107,1,"0,75",Universitario Completo,0,No,No,Si
ID_CLIENTE_1391,29,3,80000,94305,4,"1,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_1392,44,18,84000,91330,3,"1,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1393,47,23,33000,90095,1,"1,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1394,62,37,55000,95039,3,"0,9",Universitario Completo,0,No,No,Si
ID_CLIENTE_1395,52,27,33000,90095,2,"0,7",Secundario Completo,0,No,No,No
ID_CLIENTE_1396,47,23,190000,92831,4,"0,3",Universitario Completo,305,Si,No,No
ID_CLIENTE_1397,42,18,43000,91107,1,"0,3",Universitario Completo,158,No,No,No
ID_CLIENTE_1398,65,41,45000,95521,3,"0,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_1399,42,18,141000,93407,1,"3,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1400,40,16,69000,92009,4,"2,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_1401,32,8,78000,90401,4,"0,1",Secundario Completo,0,No,No,Si
ID_CLIENTE_1402,40,15,84000,94521,1,"3,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_1403,55,29,172000,95064,1,"5,2",Secundario Completo,0,Si,No,No
ID_CLIENTE_1404,32,6,51000,93109,4,"0,2",Secundario Incompleto,154,No,Si,No
ID_CLIENTE_1405,58,28,75000,92121,1,"1,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_1406,46,22,183000,91605,1,"3,1",Secundario Completo,0,Si,No,Si
ID_CLIENTE_1407,53,23,20000,92123,4,"0,4",Universitario Completo,0,No,No,Si
ID_CLIENTE_1408,63,39,101000,94306,2,"3,9",Universitario Completo,294,Si,No,Si
ID_CLIENTE_1409,40,14,129000,90089,1,"5,9",Universitario Completo,0,Si,No,Si
ID_CLIENTE_1410,41,17,63000,90745,2,"3,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1411,60,35,44000,92126,4,"2,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_1412,65,39,184000,91302,1,"5,4",Universitario Completo,176,Si,No,Si
